id,title,year,parental_guid,runtime,storyline,gross_us_canada,movie_id,parental_guide
,Cool Hand Luke,1967,,127,"Luke Jackson is a cool, gutsy prisoner in a Southern chain gang, who, while refusing to buckle under to authority, keeps escaping and being recaptured. The prisoners admire Luke because, as Dragline explains it, &quot;You&#39;re an original, that&#39;s what you are!&quot; Nevertheless, the camp staff actively works to crush Luke until he finally breaks.",Nan,tt0061512,GP
,The Sound of Music,1965,,172,"In 1930s Austria, a young woman named Maria is failing miserably in her attempts to become a nun. When Navy Captain Georg Von Trapp writes to the abbey asking for a governess that can handle his seven mischievous children, Maria is given the job. His wife is dead, he is often away, and he runs the household as strictly as he does the ships he sails on. The children are unhappy and resentful of the governesses that he keeps hiring and have managed to run each of them off one by one. When Maria arrives, she is initially met with the same hostility, but her kindness, understanding, and sense of fun soon draws the children to her and brings some much-needed joy into all their lives, including the Captain&#39;s. Eventually he and Maria find themselves falling in love, even though he is already engaged to a Baroness named Elsa and Maria is still a postulant. The romance makes them both start questioning the decisions they have made. Their personal conflicts soon become overshadowed, however, by world events. Austria is about to come under Germany&#39;s control, and the Captain may soon find himself drafted into the German Navy and forced to fight against his own country.","$159,287,539",tt0059742,G
,It Happened One Night,1934,,105,"Ellie Andrews has just tied the knot with society aviator King Westley when she is whisked away to her father&#39;s yacht and out of King&#39;s clutches. Ellie jumps ship and eventually winds up on a bus headed back to her husband. Reluctantly she must accept the help of out-of- work reporter Peter Warne. Actually, Warne doesn&#39;t give her any choice: either she sticks with him until he gets her back to her husband, or he&#39;ll blow the whistle on Ellie to her father. Either way, Peter gets what (he thinks!) he wants .... a really juicy newspaper story.",Nan,tt0025316,Passed
,Les quatre cents coups,1959,,99,"Seemingly in constant trouble at school, 14-year-old Antoine Doinel returns at the end of every day to a drab, unhappy home life. His parents have little money and he sleeps on a couch that&#39;s been pushed into the kitchen. His parents bicker constantly and he knows his mother is having an affair. He decides to skip school and begins a downward spiral of lies and theft. His parents are at their wits&#39; end, and after he&#39;s stopped by the police, they decide the best thing would be to let Antoine face the consequences. He&#39;s sent to a juvenile detention facility where he doesn&#39;t do much better. He does manage to escape however.",$509,tt0053198,Not Rated
,Persona,1966,,85,"A young nurse, Alma, is put in charge of Elisabeth Vogler: an actress who is seemingly healthy in all respects, but will not talk. As they spend time together, Alma speaks to Elisabeth constantly, never receiving any answer. Alma eventually confesses her secrets to a seemingly sympathetic Elisabeth and finds that her own personality is being submerged into Elisabeth&#39;s persona.",Nan,tt0060827,Not Rated
,Life of Brian,1979,,94,"The story of Brian of Nazareth (Graham Chapman), born on the same day as Jesus of Nazareth, who takes a different path in life that leads to the same conclusion. Brian joins a political resistance movement aiming to get the Romans out of Judea. Brian scores a victory of sorts when he manages to paint political slogans on an entire wall in the city of Jerusalem. The movement is not very effective but somehow Brian becomes a prophet and gathers his own following. His fate is sealed however and he lives a very short life.","$20,206,622",tt0079470,R
,The Iron Giant,1999,,86,"This is the story of a nine-year-old boy named Hogarth Hughes who makes friends with an innocent alien giant robot that came from outer space. Meanwhile, a paranoid U.S. Government agent named Kent Mansley arrives in town, determined to destroy the giant at all costs. It&#39;s up to Hogarth to protect him by keeping him at Dean McCoppin&#39;s place in the junkyard.","$23,315,035",tt0129167,PG
,The Help,2011,,146,"Set in Mississippi during the 1960s, Skeeter (Stone) is a southern society girl who returns from college determined to become a writer, but turns her friends&#39; lives -- and a Mississippi town -- upside down when she decides to interview the black women who have spent their lives taking care of prominent southern families. Aibileen (Davis), Skeeter&#39;s best friend&#39;s housekeeper, is the first to open up -- to the dismay of her friends in the tight-knit black community. Despite Skeeter&#39;s life-long friendships hanging in the balance, she and Aibileen continue their collaboration and soon more women come forward to tell their stories -- and as it turns out, they have a lot to say. Along the way, unlikely friendships are forged and a new sisterhood emerges, but not before everyone in town has a thing or two to say themselves when they become unwittingly -- and unwillingly -- caught up in the changing times.","$169,708,112",tt1454029,PG-13
,Aladdin,1992,,90,"Aladdin is a poor street urchin who spends his time stealing food from the marketplace in the city of Agrabah. His adventures begin when he meets a young girl who happens to be Princess Jasmine, who is forced to be married by her wacky yet estranged father. Aladdin&#39;s luck suddenly changes when he retrieves a magical lamp from the Cave of Wonders. What he unwittingly gets is a fun-loving genie who only wishes to have his freedom. Little do they know is that the Sultan&#39;s sinister advisor Jafar has his own plans for both Aladdin and the lamp.","$217,350,219",tt0103639,G
,Dances with Wolves,1990,,181,"Lt. John Dunbar is dubbed a hero after he accidentally leads Union troops to a victory during the Civil War. He requests a position on the western frontier, but finds it deserted. He soon finds out he is not alone, but meets a wolf he dubs &quot;Two-socks&quot; and a curious Indian tribe. Dunbar quickly makes friends with the tribe, and discovers a white woman who was raised by the Indians. He gradually earns the respect of these native people, and sheds his white-man&#39;s ways.","$184,208,848",tt0099348,PG-13
,Dersu Uzala,1975,,142,A Russian army explorer who is rescued in Siberia by a rugged Asian hunter renews his friendship with the woodsman years later when he returns as the head of a larger expedition. The hunter finds that all of his nature lore is of no help when he accompanies the explorer back to civilization.,Nan,tt0071411,G
